Date,Open,High,Low,Close,Volume,Adj Close
2015-05-26,172.110001,172.479996,169.130005,169.649994,3110500,165.004242
2015-05-18,173.440002,174.440002,171.929993,172.220001,2387800,167.503876
2015-05-11,172.649994,174.410004,168.839996,173.259995,2687300,168.515381
2015-05-04,174.470001,176.300003,168.860001,172.679993,3359700,167.951263
2015-04-27,170.889999,175.130005,170.020004,173.669998,4375700,167.645447
2015-04-20,162.100006,171.910004,161.899994,169.779999,7088300,163.890381
2015-04-13,162.369995,164.960007,160.029999,160.669998,3507600,155.096405
2015-04-06,159.690002,163.839996,158.699997,162.860001,2783400,157.210449
2015-03-30,161.309998,163.600006,158.389999,160.449997,4191400,154.884033
2015-03-23,162.770004,165.350006,158.910004,160.399994,4715800,154.83577
2015-03-16,155.050003,163.00,154.800003,162.880005,5137000,157.229752
2015-03-09,158.199997,161.149994,153.399994,154.279999,5227200,148.92807
2015-03-02,161.940002,161.940002,158.059998,158.50,4223500,153.001694
2015-02-23,164.229996,164.990005,159.770004,161.940002,4588200,156.322357
2015-02-17,159.75,164.490005,159.729996,163.649994,3527500,157.973038
2015-02-09,156.00,160.800003,155.080002,160.399994,3633000,154.83577
2015-02-02,154.00,158.710007,151.509995,156.720001,4481700,151.283432
2015-01-26,158.259995,159.460007,149.520004,153.309998,6585600,146.960815
2015-01-20,156.699997,157.600006,151.070007,155.869995,7811200,149.414795
2015-01-12,159.00,159.970001,153.740005,157.139999,4651000,150.632202
2015-01-05,161.270004,161.270004,154.029999,159.110001,4890100,152.52063
2014-12-29,162.00,163.309998,159.449997,162.059998,3924700,155.34845
2014-12-22,158.330002,163.089996,158.330002,162.339996,3126500,155.616852
2014-12-15,155.929993,160.410004,150.50,158.509995,6916200,151.945465
2014-12-08,163.289993,163.330002,155.330002,155.380005,4677200,148.945099
2014-12-01,161.639999,164.520004,161.350006,163.270004,4186900,156.508347
2014-11-24,161.539993,163.860001,161.009995,162.169998,4263000,155.453903
2014-11-17,164.160004,164.970001,159.800003,160.919998,4454000,154.255661
2014-11-10,161.899994,164.490005,161.610001,164.160004,4017200,157.361481
2014-11-03,164.25,164.539993,160.050003,162.070007,4120400,155.358047
2014-10-27,162.00,165.589996,161.800003,164.399994,5467500,156.520279
2014-10-20,166.850006,170.330002,161.100006,162.080002,13940500,154.311493
2014-10-13,185.490005,186.649994,178.690002,182.050003,4869200,173.324326
2014-10-06,189.690002,190.889999,185.100006,185.929993,3158200,177.018341
2014-09-29,188.509995,190.850006,186.240005,188.669998,2869300,179.627029
2014-09-22,193.720001,194.139999,188.610001,190.059998,3269500,180.950394
2014-09-15,191.419998,195.00,190.580002,194.00,4008800,184.701553
2014-09-08,190.75,192.779999,189.509995,191.279999,2578200,182.111923
2014-09-02,192.679993,192.970001,190.059998,191.199997,2406900,182.035751
2014-08-25,191.389999,194.130005,190.660004,192.300003,2300400,183.083038
2014-08-18,188.100006,192.070007,187.759995,190.410004,2214900,181.28363
2014-08-11,187.809998,188.880005,186.279999,187.380005,2185400,178.398865
2014-08-04,189.350006,189.949997,183.580002,186.630005,2954100,177.684799
2014-07-28,194.300003,196.399994,188.860001,189.149994,3967700,179.025253
2014-07-21,191.300003,195.899994,189.25,194.399994,3916100,183.994232
2014-07-14,188.550003,195.949997,188.210007,192.50,6843400,182.195938
2014-07-07,187.610001,188.899994,186.210007,188.00,2996700,177.936813
2014-06-30,181.330002,188.990005,180.259995,188.529999,4595500,178.438446
2014-06-23,181.919998,183.00,179.270004,181.710007,3540700,171.983505
2014-06-16,182.399994,184.470001,181.240005,181.550003,4837300,171.832062
2014-06-09,186.220001,187.639999,180.910004,182.559998,3628700,172.787994
2014-06-02,184.759995,187.649994,183.919998,186.369995,2848600,176.394058
2014-05-27,184.800003,185.649994,182.330002,184.360001,3973900,174.491653
2014-05-19,186.610001,187.160004,184.699997,185.940002,2813200,175.987076
2014-05-12,191.119995,193.029999,185.929993,187.059998,3881400,177.047119
2014-05-05,191.050003,191.490005,186.929993,190.080002,2785000,179.905472
2014-04-28,191.139999,196.860001,190.580002,191.440002,4239000,180.143845
2014-04-21,189.800003,193.00,189.110001,189.630005,4462500,178.440643
2014-04-14,196.240005,198.710007,187.009995,190.009995,7641300,178.798218
2014-04-07,191.720001,199.210007,191.570007,195.190002,6119700,183.672562
2014-03-31,191.639999,195.130005,191.279999,191.770004,5807300,180.454376
2014-03-24,187.429993,195.630005,187.369995,190.449997,7093000,179.21225
2014-03-17,182.660004,188.699997,182.660004,186.669998,6164200,175.655304
2014-03-10,187.550003,188.449997,182.210007,182.210007,4811400,171.458466
2014-03-03,183.330002,188.919998,182.820007,187.679993,4020600,176.605698
2014-02-24,182.820007,186.119995,182.820007,185.169998,4146800,174.243805
2014-02-18,183.179993,185.710007,182.320007,182.789993,4943500,172.004242
2014-02-10,176.970001,184.429993,176.25,183.690002,4262500,172.851135
2014-02-03,176.020004,177.559998,172.190002,177.25,5046800,166.791138
2014-01-27,179.610001,179.649994,175.339996,176.679993,5111900,165.348297
2014-01-21,190.229996,190.389999,179.639999,179.639999,9684200,168.118469
2014-01-13,186.259995,190.809998,183.860001,190.089996,5527000,177.898239
2014-01-06,187.149994,190.350006,185.300003,187.259995,4589500,175.249741
2013-12-30,185.320007,187.789993,184.669998,186.639999,3812000,174.66951
2013-12-23,181.050003,186.50,180.610001,185.080002,3100200,173.209564
2013-12-16,173.220001,182.00,172.729996,180.020004,6453400,168.474091
2013-12-09,177.990005,178.149994,172.729996,172.800003,4374100,161.717163
2013-12-02,179.460007,179.589996,175.160004,177.669998,4963200,166.274811
2013-11-25,180.25,180.759995,177.309998,179.679993,5096200,168.155899
2013-11-18,183.520004,186.240005,179.919998,181.300003,5127400,169.671997
2013-11-11,180.190002,184.050003,179.660004,183.190002,5136500,171.440781
2013-11-04,179.899994,181.389999,177.350006,179.990005,5127000,168.446014
2013-10-28,177.039993,182.320007,176.199997,179.229996,5170700,166.838791
2013-10-21,174.419998,179.100006,172.630005,176.850006,5972300,164.623337
2013-10-14,185.410004,186.990005,172.570007,173.779999,9132600,161.765579
2013-10-07,181.850006,186.229996,178.710007,186.160004,4171900,173.289688
2013-09-30,185.559998,186.740005,183.00,184.100006,3270300,171.372101
2013-09-23,190.059998,192.410004,186.449997,186.919998,3015900,173.997131
2013-09-16,193.699997,194.889999,190.020004,190.020004,4475800,176.882828
2013-09-09,183.679993,193.100006,183.309998,192.169998,3638900,178.884171
2013-09-03,183.630005,185.00,182.309998,183.029999,2964000,170.376083
2013-08-26,185.270004,187.00,181.100006,182.270004,3010400,169.668625
2013-08-19,185.300003,186.570007,183.169998,185.419998,2912900,172.600845
2013-08-12,186.970001,189.990005,185.339996,185.339996,3316100,172.526367
2013-08-05,195.160004,195.880005,186.789993,187.820007,4025600,174.83493
2013-07-29,196.830002,197.830002,193.220001,195.160004,3067700,180.76384
2013-07-22,193.399994,197.830002,193.279999,197.350006,2943800,182.792282
2013-07-15,192.419998,200.940002,191.679993,193.539993,6335800,179.263321
2013-07-08,195.600006,195.779999,190.779999,192.070007,4143100,177.901779
2013-07-01,192.149994,195.160004,190.259995,194.929993,3094500,180.550781
2013-06-24,193.990005,196.899994,188.410004,191.110001,5018500,177.012589
2013-06-17,203.440002,206.089996,193.539993,195.460007,4554600,181.041702
2013-06-10,206.970001,206.979996,200.339996,202.199997,2916100,187.284515
2013-06-03,208.25,210.050003,201.470001,206.350006,3553700,191.128387
2013-05-28,207.440002,211.979996,206.039993,208.020004,4199900,192.675201
2013-05-20,208.020004,210.149994,204.419998,205.720001,4051800,190.544861
2013-05-13,204.179993,209.50,202.039993,208.440002,4317400,193.064224
2013-05-06,203.789993,205.00,201.520004,204.470001,3740100,189.38707
2013-04-29,194.779999,205.320007,194.649994,204.509995,5361800,188.54039
2013-04-22,191.149994,195.169998,187.679993,194.309998,5595300,179.136887
2013-04-15,210.440002,212.00,189.759995,190.00,7139200,175.163437
2013-04-08,209.070007,213.089996,207.330002,211.380005,3054700,194.873947
2013-04-01,212.800003,214.889999,206.339996,209.410004,3249500,193.05777
2013-03-25,212.539993,213.440002,209.740005,213.300003,3129000,196.644012
2013-03-18,212.899994,215.820007,210.110001,212.080002,3617100,195.519272
2013-03-11,210.039993,215.899994,209.039993,214.919998,4686600,198.137512
2013-03-04,202.589996,210.740005,202.550003,210.380005,3736100,193.952026
2013-02-25,201.669998,203.119995,197.509995,202.910004,3883800,187.065338
2013-02-19,200.600006,201.889999,198.110001,201.089996,3436100,185.387451
2013-02-11,200.979996,201.949997,199.020004,200.979996,2899600,185.286041
2013-02-04,204.190002,205.020004,198.679993,201.679993,3283900,185.931381
2013-01-28,204.850006,206.220001,202.960007,205.179993,3180200,188.365204
2013-01-22,194.360001,208.580002,194.009995,204.970001,6877200,188.172424
2013-01-14,192.820007,195.00,190.389999,194.470001,3949600,178.532913
2013-01-07,193.399994,195.00,191.279999,194.449997,3317900,178.514557
2012-12-31,189.229996,196.350006,188.839996,193.990005,3985900,178.092255
2012-12-24,193.050003,193.830002,189.830002,189.830002,2977900,174.273178
2012-12-17,191.759995,196.449997,191.570007,193.419998,4919700,177.56897
2012-12-10,192.169998,194.800003,191.259995,191.759995,3854900,176.044998
2012-12-03,190.759995,192.199997,186.940002,191.949997,3770000,176.219437
2012-11-26,192.449997,193.369995,189.270004,190.070007,4223800,174.493515
2012-11-19,188.619995,193.490005,188.25,193.490005,3956500,177.63324
2012-11-12,190.029999,190.880005,184.779999,186.940002,3790200,171.62001
2012-11-05,192.360001,196.75,188.880005,189.639999,3595400,174.09874
2012-10-31,194.800003,198.00,193.289993,193.429993,4690400,176.804352
2012-10-22,193.710007,194.679993,190.559998,193.270004,3964800,176.658127
2012-10-15,208.880005,211.00,193.179993,193.360001,7456600,176.740387
2012-10-08,210.020004,210.740005,205.050003,207.800003,3041900,189.93924
2012-10-01,208.009995,211.789993,207.940002,210.589996,3557200,192.489426
2012-09-24,205.020004,208.320007,203.899994,207.449997,3592400,189.619324
2012-09-17,205.550003,207.990005,205.300003,205.979996,4973400,188.275665
2012-09-10,199.389999,207.649994,198.729996,206.809998,3867800,189.034332
2012-09-04,196.610001,199.50,193.25,199.50,3793000,182.352646
2012-08-27,197.960007,198.300003,193.179993,194.850006,2622700,178.102325
2012-08-20,200.690002,201.130005,194.199997,197.770004,2828000,180.771332
2012-08-13,198.880005,202.00,197.720001,201.220001,2474700,183.924805
2012-08-06,198.759995,200.880005,197.240005,199.289993,2475200,182.160675
2012-07-30,196.320007,198.949997,193.020004,198.520004,2988800,180.68541
2012-07-23,189.779999,197.410004,188.199997,196.389999,3759100,178.74675
2012-07-16,185.580002,196.850006,183.199997,192.449997,6301500,175.160721
2012-07-09,190.759995,191.139999,181.850006,186.009995,4599700,169.299271
2012-07-02,196.360001,197.199997,189.740005,191.410004,2980100,174.214157
2012-06-25,192.479996,195.809998,188.899994,195.580002,3727400,178.009521
2012-06-18,197.570007,199.990005,193.190002,193.699997,4638800,176.298416
2012-06-11,196.600006,199.270004,192.139999,199.100006,3903700,181.213303
2012-06-04,188.339996,195.830002,187.00,195.139999,3600500,177.609055
2012-05-29,195.220001,198.080002,188.600006,189.080002,5428700,172.093475
2012-05-21,195.979996,198.259995,193.199997,194.300003,3594000,176.844513
2012-05-14,199.919998,201.470001,195.160004,195.880005,4476200,178.282578
2012-05-07,203.960007,204.770004,199.059998,201.169998,3443800,183.097336
2012-04-30,206.710007,208.929993,204.399994,204.990005,2939900,185.795807
2012-04-23,197.889999,208.169998,196.789993,206.809998,4009600,187.445389
2012-04-16,204.740005,207.639999,197.520004,199.600006,6113300,180.910507
2012-04-09,204.399994,206.169998,202.169998,202.800003,3504500,183.810867
2012-04-02,208.960007,210.690002,204.460007,205.470001,3923100,186.230865
2012-03-26,206.449997,209.119995,206.020004,208.649994,3201400,189.113098
2012-03-19,205.710007,206.529999,203.699997,205.479996,3426400,186.239914
2012-03-12,200.929993,207.520004,200.229996,206.009995,5169200,186.720291
2012-03-05,198.360001,201.190002,196.809998,200.619995,4364700,181.834991
2012-02-27,196.779999,199.169998,196.100006,198.809998,3866100,180.194473
2012-02-21,193.729996,199.229996,192.460007,197.759995,4488800,179.242783
2012-02-13,193.309998,193.860001,190.830002,193.419998,3429900,175.309158
2012-02-06,192.479996,194.460007,191.279999,192.419998,3628800,174.402786
2012-01-30,189.389999,194.809998,188.220001,193.639999,4540700,174.827759
2012-01-23,187.910004,192.789993,187.669998,190.460007,4564400,171.956711
2012-01-17,180.360001,188.970001,179.320007,188.520004,8005200,170.205185
2012-01-09,182.199997,183.720001,177.350006,179.160004,5326600,161.754501
2012-01-03,186.729996,188.710007,182.309998,182.539993,4838200,164.806137
2011-12-27,184.970001,186.479996,183.339996,183.880005,3029900,166.015961
2011-12-19,184.509995,187.330002,179.039993,184.75,5433300,166.801437
2011-12-12,193.639999,194.300003,181.910004,183.570007,6037200,165.736084
2011-12-05,191.179993,194.899994,190.320007,194.559998,4828500,175.658386
2011-11-28,182.710007,191.330002,180.669998,189.660004,5168700,171.234421
2011-11-21,183.369995,183.960007,177.059998,177.059998,4089300,159.858521
2011-11-14,189.169998,189.970001,183.389999,185.240005,5104400,167.243835
2011-11-07,186.220001,187.880005,181.160004,187.380005,4180600,169.175934
2011-10-31,185.589996,187.779999,180.740005,186.380005,4583700,167.59935
2011-10-24,181.509995,188.070007,179.029999,187.449997,5743800,168.561523
2011-10-17,189.710007,190.160004,176.169998,181.630005,9359200,163.327988
2011-10-10,183.00,190.529999,182.899994,190.529999,5244100,171.331161
2011-10-03,174.360001,183.720001,168.880005,182.389999,7623500,164.011398
2011-09-26,170.960007,180.910004,169.860001,174.869995,7373600,157.249146
2011-09-19,169.50,177.669998,165.759995,169.339996,6358100,152.276382
2011-09-12,160.039993,172.990005,158.759995,172.990005,6692800,155.558594
2011-09-06,163.059998,169.580002,160.809998,161.369995,6332200,145.109482
2011-08-29,170.580002,173.720001,166.00,166.979996,5257600,150.15419
2011-08-22,161.350006,169.330002,157.619995,169.139999,6757800,152.096542
2011-08-15,171.320007,174.00,157.130005,157.539993,9502300,141.665405
2011-08-08,168.830002,172.610001,161.850006,168.199997,11335700,151.251251
2011-08-01,182.600006,183.690002,166.520004,172.979996,8245800,154.875168
2011-07-25,183.889999,184.960007,179.729996,181.850006,5258800,162.816803
2011-07-18,174.729996,185.630005,173.580002,185.179993,7500100,165.798264
2011-07-11,174.899994,176.320007,173.839996,175.539993,4767600,157.167236
2011-07-05,173.520004,177.770004,173.520004,176.490005,5194400,158.017807
2011-06-27,165.740005,174.649994,165.210007,174.539993,4680100,156.271896
2011-06-20,163.699997,166.809998,163.589996,165.070007,4595600,147.793076
2011-06-13,164.440002,165.100006,161.520004,164.440002,5877100,147.229004
2011-06-06,164.759995,165.960007,162.869995,163.179993,4128100,146.100876
2011-05-31,168.440002,169.889999,164.130005,165.050003,5835600,147.775162
2011-05-23,168.580002,168.690002,165.899994,167.50,4543700,149.968735
2011-05-16,169.809998,171.410004,166.529999,170.160004,5199500,152.350327
2011-05-09,168.389999,172.770004,167.820007,169.919998,4699700,152.135452
2011-05-02,172.110001,173.539993,167.50,168.889999,5893100,151.213257
2011-04-25,167.649994,173.00,167.229996,170.580002,5371700,152.046417
2011-04-18,164.639999,168.449997,162.190002,168.279999,7439500,149.996307
2011-04-11,163.440002,166.339996,162.300003,166.210007,4433600,148.15123
2011-04-04,164.419998,164.75,163.160004,164.050003,3520500,146.225906
2011-03-28,161.539993,164.419998,161.119995,164.270004,3813200,146.422012
2011-03-21,157.639999,162.740005,157.070007,162.179993,5074300,144.559067
2011-03-14,161.160004,161.979996,151.710007,155.889999,8359600,138.952484
2011-03-07,161.600006,167.720001,158.850006,162.429993,6219100,144.781906
2011-02-28,162.360001,164.309998,159.410004,161.830002,4307400,144.247116
2011-02-22,163.570007,164.259995,159.029999,162.279999,5358300,144.648209
2011-02-14,164.179993,164.839996,162.520004,164.839996,3718000,146.930069
2011-02-07,164.080002,166.25,163.179993,163.850006,5219400,146.047638
2011-01-31,159.179993,164.199997,158.679993,164.00,5074200,145.604843
2011-01-24,155.419998,164.350006,155.330002,159.210007,6500500,141.352112
2011-01-18,149.820007,156.779999,149.380005,155.50,8941700,138.058243
2011-01-10,147.580002,150.00,146.75,150.00,3975700,133.175156
2011-01-03,147.210007,148.860001,146.639999,147.929993,4697200,131.337326
2010-12-27,145.119995,147.50,145.00,146.759995,2936800,130.298569
2010-12-20,145.389999,146.399994,144.330002,145.889999,3396300,129.526154
2010-12-13,145.139999,146.009995,144.149994,145.00,5638900,128.735977
2010-12-06,144.539993,146.300003,143.520004,144.820007,4204100,128.576187
2010-11-29,143.529999,145.850006,141.279999,145.380005,5724500,129.073364
2010-11-22,144.00,146.440002,142.330002,143.899994,3814100,127.759361
2010-11-15,143.889999,145.350006,141.179993,145.050003,4841500,128.78038
2010-11-08,145.350006,147.529999,143.350006,143.740005,4963200,127.617317
2010-11-01,143.639999,146.929993,142.320007,146.919998,5420200,129.863541
2010-10-25,140.419998,144.00,138.529999,143.600006,6516600,126.928978
2010-10-18,140.899994,143.029999,136.699997,139.669998,8350700,123.455215
2010-10-11,138.789993,142.100006,138.270004,141.059998,6259800,124.683846
2010-10-04,135.229996,139.089996,134.389999,138.850006,5205400,122.730423
2010-09-27,133.509995,136.279999,133.509995,135.639999,6166900,119.893074
2010-09-20,130.240005,134.149994,130.110001,134.110001,5671400,118.540703
2010-09-13,128.630005,130.600006,128.429993,130.190002,5993300,115.07579
2010-09-07,126.989998,128.289993,125.389999,127.989998,4171500,113.131187
2010-08-30,125.080002,127.599998,122.279999,127.580002,5019500,112.768791
2010-08-23,127.57,128.029999,122.419998,124.730003,5770300,110.249657
2010-08-16,127.470001,130.199997,126.959999,127.50,4967800,112.698074
2010-08-09,130.789993,132.490005,127.330002,127.870003,5544200,113.025124
2010-08-02,129.25,131.979996,128.759995,130.139999,5350700,115.031586
2010-07-26,128.179993,129.50,127.040001,128.399994,5817400,112.93399
2010-07-19,128.669998,130.380005,122.93,128.380005,9065700,112.916412
2010-07-12,127.370003,131.600006,127.160004,128.029999,6138300,112.608559
2010-07-06,123.580002,128.199997,122.169998,127.959999,5694000,112.546997
2010-06-28,127.650002,129.470001,120.610001,121.860001,7985100,107.181747
2010-06-21,131.419998,131.940002,127.120003,127.120003,7145900,111.808174
2010-06-14,128.50,131.25,128.339996,130.149994,6991700,114.473198
2010-06-07,125.57,128.800003,122.82,128.449997,7289200,112.977974
2010-06-01,124.690002,128.220001,124.199997,125.279999,7788800,110.189804
2010-05-24,125.260002,126.389999,121.470001,125.260002,8118800,110.172218
2010-05-17,130.679993,131.990005,121.400002,125.419998,10547700,110.312943
2010-05-10,126.269997,133.100006,125.059998,131.190002,10401500,115.387939
2010-05-03,129.389999,130.139999,116.00,122.099998,8620700,107.392838
2010-04-26,129.759995,132.00,128.710007,129.00,7075600,112.88311
2010-04-19,130.380005,132.279999,127.769997,129.990005,9269000,113.749428
2010-04-12,128.570007,132.169998,127.839996,130.630005,7065700,114.309471
2010-04-05,128.380005,129.800003,127.120003,128.759995,4878800,112.673096
2010-03-29,129.300003,129.949997,127.550003,128.25,4488700,112.226814
2010-03-22,127.110001,130.729996,126.57,129.259995,6290700,113.110626
2010-03-15,127.400002,128.929993,126.779999,127.709999,6535900,111.75428
2010-03-08,127.059998,128.369995,125.199997,127.940002,6747200,111.955551
2010-03-01,127.50,129.089996,125.470001,127.25,5830700,111.351753
2010-02-22,127.300003,128.270004,125.57,127.160004,4724900,111.273003
2010-02-16,124.910004,128.059998,124.110001,127.190002,6108400,111.299248
2010-02-08,123.150002,124.199997,121.610001,124.00,6017700,108.507797
2010-02-01,123.230003,126.07,121.830002,123.519997,7012700,107.606476
2010-01-25,126.330002,127.75,121.900002,122.389999,8557200,106.622063
2010-01-19,131.630005,134.25,125.370003,125.50,12202700,109.33139
2010-01-11,131.059998,132.889999,128.669998,131.779999,7174700,114.802315
2010-01-04,131.179993,132.970001,128.910004,130.850006,5727900,113.992134
2009-12-28,130.990005,132.850006,130.679993,130.899994,4518700,114.035683
2009-12-21,127.800003,130.570007,127.68,130.570007,4675100,113.748215
2009-12-14,129.649994,129.979996,127.00,127.910004,6890500,111.430908
2009-12-07,126.879997,129.770004,126.110001,129.679993,5848500,112.972862
2009-11-30,125.120003,128.899994,124.919998,127.25,6061500,110.855934
2009-11-23,127.699997,128.940002,124.260002,125.699997,4776700,109.505623
2009-11-16,127.169998,128.649994,126.459999,126.959999,4696500,110.603294
2009-11-09,123.919998,127.800003,123.489998,127.029999,6213000,110.664276
2009-11-02,120.769997,123.50,119.50,123.489998,6158100,107.580345
2009-10-26,120.610001,123.25,119.150002,120.610001,7757000,104.601936
2009-10-19,121.760002,124.110001,120.00,120.360001,7258400,104.385117
2009-10-12,125.440002,128.610001,121.25,121.639999,11195700,105.495232
2009-10-05,118.900002,126.00,118.129997,125.93,7565100,109.215836
2009-09-28,120.519997,122.00,117.260002,119.019997,7476000,103.222969
2009-09-21,121.029999,122.739998,120.099998,121.080002,5246500,105.00956
2009-09-14,117.00,122.879997,116.940002,122.110001,8171900,105.902847
2009-09-08,117.940002,119.25,116.160004,118.050003,5457100,102.381721
2009-08-31,117.099998,118.93,115.150002,117.459999,5061900,101.870026
2009-08-24,119.919998,120.879997,117.510002,118.220001,5224700,102.529152
2009-08-17,116.690002,120.010002,116.120003,119.900002,5524400,103.986176
2009-08-10,118.169998,119.959999,117.32,118.57,5080200,102.832695
2009-08-03,118.879997,119.959999,116.699997,119.330002,5578700,103.491829
2009-07-27,116.949997,119.370003,116.050003,117.93,5617100,101.802818
2009-07-20,114.529999,118.150002,114.389999,117.639999,8504000,101.552483
2009-07-13,101.279999,115.529999,100.190002,115.419998,11758700,99.63607
2009-07-06,101.57,102.779999,99.50,100.830002,6841600,87.041283
2009-06-29,105.989998,106.269997,101.730003,101.730003,6189600,87.818207
2009-06-22,105.18,106.790001,103.510002,105.68,6174300,91.228035
2009-06-15,107.629997,109.139999,105.50,105.889999,8586100,91.409317
2009-06-08,106.639999,110.639999,105.50,108.209999,7782600,93.412048
2009-06-01,106.940002,108.800003,105.110001,107.239998,7118400,92.574699
2009-05-26,101.32,106.50,101.019997,106.279999,6832500,91.745979
2009-05-18,102.00,106.120003,101.739998,101.889999,6919900,87.956322
2009-05-11,101.089996,104.379997,100.57,101.370003,8445800,87.507439
2009-05-04,105.260002,106.82,99.830002,101.489998,8538300,87.611023
2009-04-27,99.610001,106.050003,99.25,104.610001,9278800,89.835136
2009-04-20,100.290001,103.860001,98.199997,100.080002,11893800,85.944939
2009-04-13,100.279999,102.040001,96.440002,101.269997,8342300,86.966866
2009-04-06,100.900002,102.449997,98.519997,101.699997,8221700,87.336128
2009-03-30,92.00,102.660004,91.800003,102.220001,12982500,87.782692
2009-03-23,93.699997,99.860001,92.75,94.150002,12190100,80.852478
2009-03-16,91.650002,95.00,89.410004,92.510002,12666100,79.444107
2009-03-09,84.699997,90.650002,83.019997,90.360001,12366300,77.597771
2009-03-02,91.169998,91.900002,83.809998,85.809998,14896700,73.690399
2009-02-23,89.300003,93.279999,82.849998,92.029999,15561100,79.031898
2009-02-17,91.730003,92.489998,87.339996,88.790001,10604800,76.249512
2009-02-09,95.93,96.980003,92.199997,93.839996,9826500,80.586258
2009-02-02,90.599998,97.099998,89.690002,96.139999,10731900,82.561417
2009-01-26,89.769997,94.940002,89.519997,91.650002,10163800,78.279724
2009-01-20,84.760002,91.599998,81.760002,89.489998,15327300,76.43483
2009-01-12,84.57,86.599998,82.110001,84.919998,9636000,72.531525
2009-01-05,86.419998,90.410004,84.25,84.699997,8218400,72.343613
2008-12-29,81.720001,87.589996,79.68,87.370003,6515700,74.624107
2008-12-22,83.269997,83.449997,79.919998,81.330002,4743500,69.465248
2008-12-15,82.510002,87.269997,80.00,83.519997,10025600,71.335754
2008-12-08,82.57,85.879997,78.059998,82.199997,9957000,70.208328
2008-12-01,80.949997,81.50,75.309998,80.589996,10290800,68.833199
2008-11-24,75.739998,82.400002,75.00,81.599998,9922900,69.695854
2008-11-17,79.400002,81.00,69.50,74.879997,14682300,63.956196
2008-11-10,87.989998,88.099998,75.400002,80.330002,11638800,68.61113
2008-11-03,92.639999,94.760002,84.25,86.269997,9403000,73.684578
2008-10-27,80.269997,94.190002,79.010002,92.970001,12107400,78.965706
2008-10-20,92.209999,93.309998,78.82,82.07,11661300,69.707603
